,Unnamed: 0,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,MasVnrArea,ExteriorQ,ExteriorC,BasementQ,BasementC,BasementEx,Basement1,BsmtFinSF1,Basement2,BsmtFinSF2,BsmtUnfSF,Heating,LowQualFinSF,GrLivArea,FullBath,HalfBath,Kitchen,TotRmsAbvGrd,Function,Fireplaces,FireplaceQ,Garage,GarageYrBlt,GarageCars,GarageArea,GarageQ,GarageC,WoodDeckSF,PoolArea,Pool,FenceType,MiscVal,SalePrice,HouseAge,Porch,TotalSF
111,111,69.0,7750,7,5,2000,0.0,3,3,4.0,3.0,1.0,6.0,250,1.0,0,134,5,0,1430,2,1,3,7,8,1,3.0,3.0,2000.0,2,400,3.0,3.0,180,0,0.0,0.0,0,180000,11,0,1814
112,112,77.0,9965,7,5,2007,220.0,4,3,5.0,3.0,3.0,6.0,984,1.0,0,280,5,0,2696,3,1,5,10,8,1,4.0,3.0,2007.0,3,792,3.0,3.0,120,0,0.0,0.0,0,383970,4,1,3960
113,113,69.0,21000,6,5,1953,184.0,3,4,4.0,3.0,2.0,5.0,35,3.0,869,905,3,0,2259,3,0,4,7,8,2,4.0,4.0,1953.0,2,450,3.0,3.0,166,0,3.0,3.0,0,217000,58,1,4068
114,114,61.0,7259,6,8,1945,0.0,3,3,3.0,3.0,1.0,5.0,774,2.0,150,104,5,0,2320,3,1,4,9,8,1,3.0,1.0,1945.0,1,180,3.0,3.0,224,0,3.0,3.0,0,259500,66,0,3348
115,115,34.0,3230,6,5,1999,1129.0,3,3,4.0,3.0,1.0,6.0,419,1.0,0,310,4,0,1458,2,1,3,5,8,1,2.0,1.0,1999.0,2,440,3.0,3.0,0,0,0.0,0.0,0,176000,12,1,2187
116,116,69.0,11616,5,5,1962,116.0,3,3,3.0,3.0,1.0,2.0,170,4.0,670,252,3,0,1092,1,1,3,6,8,1,1.0,1.0,1962.0,1,288,3.0,3.0,0,0,0.0,0.0,0,139000,49,1,2184
117,117,74.0,8536,5,5,2006,0.0,3,3,4.0,3.0,1.0,1.0,0,1.0,0,1125,4,0,1125,1,1,3,5,8,0,4.0,1.0,2007.0,2,430,3.0,3.0,80,0,0.0,0.0,0,155000,5,1,2250
118,118,90.0,12376,7,5,1990,0.0,3,3,4.0,3.0,2.0,6.0,1470,1.0,0,203,4,0,3222,4,0,4,11,8,2,3.0,1.0,1990.0,3,594,3.0,3.0,367,0,0.0,0.0,0,320000,21,0,4895
119,119,65.0,8461,6,5,2005,0.0,4,3,4.0,3.0,1.0,1.0,0,1.0,0,728,5,0,1456,2,1,4,8,8,1,4.0,1.0,2005.0,2,390,3.0,3.0,0,0,0.0,0.0,0,163990,6,1,2184
120,120,69.0,21453,6,5,1969,0.0,3,3,3.0,3.0,4.0,5.0,938,1.0,0,0,5,0,988,2,0,3,4,8,2,3.0,1.0,1969.0,2,540,3.0,3.0,0,0,0.0,0.0,0,180000,42,1,1926
121,121,50.0,6060,4,5,1939,0.0,3,3,3.0,3.0,1.0,1.0,0,1.0,0,732,4,0,1123,1,0,3,4,8,0,4.0,1.0,1979.0,1,264,3.0,3.0,0,0,3.0,3.0,0,100000,72,1,1855
122,122,75.0,9464,6,7,1958,135.0,3,4,3.0,3.0,1.0,4.0,570,1.0,0,510,4,0,1080,1,0,3,5,8,0,4.0,1.0,1958.0,1,288,3.0,3.0,0,0,0.0,0.0,0,136000,53,1,2160
123,123,55.0,7892,6,5,1993,0.0,4,3,4.0,3.0,1.0,6.0,300,1.0,0,899,5,0,1199,2,0,4,5,8,0,4.0,1.0,1993.0,2,530,3.0,3.0,0,0,0.0,0.0,0,153900,18,1,2398
124,124,48.0,17043,6,5,1979,0.0,3,4,4.0,2.0,1.0,1.0,0,1.0,0,1362,3,0,1586,2,0,3,7,8,1,3.0,1.0,1979.0,2,435,3.0,3.0,192,0,0.0,0.0,0,181000,32,0,2948
125,125,60.0,6780,6,8,1935,0.0,3,2,3.0,3.0,3.0,6.0,490,1.0,0,30,4,234,754,2,0,3,5,8,0,4.0,1.0,1980.0,0,0,3.0,3.0,53,0,0.0,0.0,0,84500,76,0,1040
126,126,69.0,4928,6,5,1976,0.0,3,3,4.0,3.0,1.0,5.0,120,1.0,0,958,3,0,958,2,0,3,5,8,1,3.0,1.0,1977.0,2,440,3.0,3.0,0,0,0.0,0.0,0,128000,35,1,2036
127,127,55.0,4388,5,7,1930,0.0,3,4,3.0,3.0,1.0,2.0,116,1.0,0,556,5,0,840,1,0,3,5,8,1,3.0,1.0,1980.0,0,0,3.0,3.0,0,0,0.0,0.0,0,87000,81,0,1512
128,128,69.0,7590,6,5,1966,266.0,3,3,3.0,3.0,1.0,4.0,512,1.0,0,148,3,0,1348,1,1,3,6,8,1,2.0,1.0,1966.0,2,453,3.0,3.0,188,0,0.0,0.0,0,155000,45,1,2008
129,129,69.0,8973,5,7,1958,85.0,3,3,3.0,3.0,1.0,3.0,567,4.0,28,413,3,0,1053,1,2,5,6,8,0,4.0,6.0,1998.0,2,750,3.0,3.0,0,0,1.0,1.0,0,150000,53,1,2061
130,130,88.0,14200,7,6,1966,309.0,3,3,3.0,3.0,1.0,3.0,445,1.0,0,479,5,0,2157,2,1,4,8,8,2,4.0,1.0,1966.0,2,487,3.0,3.0,105,0,4.0,4.0,0,226000,45,1,3081
131,131,69.0,12224,6,5,2000,40.0,4,3,4.0,3.0,1.0,6.0,695,1.0,0,297,5,0,2054,3,1,4,7,8,1,3.0,3.0,2000.0,2,390,3.0,3.0,24,0,0.0,0.0,0,244000,11,1,3046
132,132,75.0,7388,5,6,1959,0.0,3,3,3.0,3.0,1.0,3.0,405,1.0,0,658,4,0,1327,2,0,4,7,8,0,4.0,1.0,1974.0,2,624,3.0,3.0,0,0,0.0,0.0,0,150750,52,0,2390
133,133,69.0,6853,8,5,2001,136.0,4,3,5.0,3.0,1.0,6.0,1005,1.0,0,262,5,0,1296,3,0,4,6,8,0,4.0,1.0,2001.0,2,471,3.0,3.0,192,0,0.0,0.0,0,220000,10,1,2563
134,134,78.0,10335,5,6,1968,0.0,3,3,3.0,3.0,1.0,3.0,570,1.0,0,891,4,0,1721,2,1,3,7,7,1,3.0,1.0,1968.0,2,440,3.0,3.0,0,0,3.0,3.0,0,180000,43,1,3182
135,135,80.0,10400,7,6,1970,288.0,3,3,3.0,3.0,1.0,1.0,0,1.0,0,1304,4,0,1682,2,0,3,7,8,1,4.0,1.0,1970.0,2,530,3.0,3.0,98,0,3.0,3.0,0,174000,41,0,2986
136,136,69.0,10355,5,5,1967,196.0,3,3,3.0,3.0,1.0,4.0,695,1.0,0,519,3,0,1214,2,0,3,5,8,1,2.0,1.0,1967.0,1,318,3.0,3.0,0,0,0.0,0.0,0,143000,44,1,2428
137,137,82.0,11070,7,5,1988,70.0,3,3,3.0,3.0,1.0,1.0,0,1.0,0,1907,4,0,1959,3,0,3,9,8,0,4.0,6.0,1989.0,3,766,3.0,3.0,0,0,0.0,0.0,0,171000,23,0,3866
138,138,73.0,9066,8,5,1999,320.0,4,3,4.0,3.0,2.0,6.0,668,1.0,0,336,5,0,1852,2,1,4,7,8,2,3.0,1.0,1999.0,3,660,3.0,3.0,224,0,4.0,4.0,0,230000,12,1,2856
139,139,65.0,15426,6,5,1997,0.0,3,3,4.0,3.0,1.0,6.0,821,1.0,0,107,5,0,1764,3,1,4,7,8,0,4.0,1.0,1997.0,2,470,3.0,3.0,276,0,3.0,3.0,0,231500,14,1,2692
140,140,70.0,10500,4,5,1971,0.0,3,3,3.0,3.0,1.0,5.0,432,1.0,0,432,3,0,864,1,0,3,5,8,1,1.0,1.0,1980.0,0,0,3.0,3.0,0,0,0.0,0.0,0,115000,40,0,1728
141,141,78.0,11645,7,5,2005,0.0,4,3,4.0,3.0,3.0,6.0,1300,1.0,0,434,5,0,1734,3,0,4,7,8,0,4.0,1.0,2005.0,2,660,3.0,3.0,160,0,0.0,0.0,0,260000,6,1,3468
142,142,71.0,8520,5,4,1952,0.0,3,2,3.0,3.0,1.0,3.0,507,1.0,0,403,2,0,1385,2,0,3,6,8,0,4.0,1.0,2000.0,2,720,3.0,3.0,0,0,3.0,3.0,0,166000,59,0,2295
143,143,78.0,10335,7,5,1999,183.0,4,3,4.0,3.0,4.0,6.0,679,1.0,0,811,5,0,1501,3,0,4,6,8,0,4.0,1.0,1999.0,2,577,3.0,3.0,144,0,0.0,0.0,0,204000,12,1,2991
144,144,70.0,9100,5,5,1963,336.0,3,3,3.0,3.0,1.0,3.0,1332,1.0,0,396,3,0,1728,3,0,3,10,8,0,4.0,1.0,1963.0,2,504,3.0,3.0,0,0,0.0,0.0,0,125000,48,0,3456
145,145,24.0,2522,6,5,2004,50.0,4,3,4.0,3.0,1.0,1.0,0,1.0,0,970,5,0,1709,2,0,4,7,4,0,4.0,1.0,2004.0,2,380,3.0,3.0,0,0,0.0,0.0,0,130000,7,1,2679
146,146,51.0,6120,5,7,1931,0.0,3,3,3.0,3.0,1.0,4.0,209,1.0,0,506,3,0,875,2,0,3,5,8,0,4.0,1.0,1931.0,1,180,2.0,3.0,48,0,0.0,0.0,0,105000,80,0,1590
147,147,69.0,9505,7,5,2001,180.0,4,3,4.0,3.0,1.0,1.0,0,1.0,0,884,5,0,2035,2,1,4,8,8,1,4.0,3.0,2001.0,2,434,3.0,3.0,144,0,0.0,0.0,0,222500,10,1,2919
148,148,63.0,7500,7,5,2004,120.0,3,3,4.0,3.0,1.0,6.0,680,1.0,0,400,5,0,1080,2,0,4,6,8,0,4.0,1.0,1980.0,0,0,3.0,3.0,0,0,0.0,0.0,0,141000,7,0,2160
149,149,69.0,6240,5,4,1936,0.0,3,3,4.0,3.0,1.0,1.0,0,1.0,0,896,4,0,1344,1,0,3,7,8,0,4.0,1.0,1936.0,1,240,2.0,3.0,200,0,0.0,0.0,0,115000,75,1,2240
150,150,120.0,10356,5,6,1975,0.0,3,3,3.0,3.0,3.0,4.0,716,1.0,0,253,3,0,969,1,1,3,5,8,0,4.0,1.0,1975.0,2,440,3.0,3.0,0,0,3.0,3.0,0,122000,36,0,1938
151,151,107.0,13891,8,5,2007,436.0,4,3,5.0,3.0,4.0,6.0,1400,1.0,0,310,5,0,1710,3,0,4,6,8,1,4.0,1.0,2007.0,3,866,3.0,3.0,0,0,0.0,0.0,0,372402,4,1,3420
152,152,69.0,14803,6,5,1971,252.0,3,3,3.0,3.0,1.0,3.0,416,1.0,0,409,4,0,1993,2,1,3,8,8,1,4.0,1.0,1971.0,2,495,3.0,3.0,0,0,2.0,2.0,0,190000,40,1,2818
153,153,69.0,13500,6,7,1960,0.0,3,3,4.0,3.0,4.0,4.0,429,5.0,1080,93,4,0,1252,2,0,3,4,8,1,4.0,1.0,1960.0,2,564,3.0,3.0,409,0,0.0,0.0,0,235000,51,0,2854
154,154,84.0,11340,6,5,1923,0.0,3,3,3.0,3.0,1.0,1.0,0,1.0,0,1200,3,0,1200,1,0,3,7,8,0,4.0,1.0,1923.0,1,312,2.0,2.0,0,0,0.0,0.0,0,125000,88,1,2400
155,155,60.0,9600,6,5,1924,0.0,3,3,3.0,3.0,1.0,1.0,0,1.0,0,572,2,0,1096,1,0,3,5,8,0,4.0,1.0,1980.0,0,0,3.0,3.0,0,0,0.0,0.0,0,79000,87,1,1668
156,156,60.0,7200,5,7,1950,0.0,3,3,4.0,3.0,1.0,4.0,0,1.0,0,0,3,0,1040,1,0,3,5,8,0,4.0,1.0,1950.0,2,625,3.0,3.0,0,0,0.0,0.0,0,109500,61,0,1040
157,157,92.0,12003,8,5,2009,84.0,4,3,5.0,3.0,1.0,1.0,0,1.0,0,774,5,0,1968,2,1,5,8,8,1,4.0,3.0,2009.0,3,680,3.0,3.0,0,0,0.0,0.0,0,269500,2,1,2742
158,158,100.0,12552,7,5,2004,0.0,4,3,4.0,3.0,1.0,6.0,222,1.0,0,769,5,0,1947,2,1,4,8,8,1,4.0,1.0,2004.0,2,678,3.0,3.0,0,0,2.0,2.0,0,254900,7,1,2938
159,159,134.0,19378,7,5,2005,456.0,4,3,4.0,3.0,2.0,6.0,57,1.0,0,1335,5,0,2462,3,1,4,9,8,1,4.0,1.0,2006.0,2,576,3.0,3.0,239,0,0.0,0.0,0,320000,6,1,3854
160,160,69.0,11120,6,6,1984,0.0,3,3,4.0,3.0,1.0,4.0,660,1.0,0,572,3,0,1232,2,0,3,6,8,0,4.0,1.0,1984.0,2,516,3.0,3.0,0,0,0.0,0.0,0,162500,27,0,2464
161,161,110.0,13688,9,5,2003,664.0,4,3,5.0,3.0,3.0,6.0,1016,1.0,0,556,5,0,2668,3,1,5,10,8,2,4.0,3.0,2003.0,3,726,3.0,3.0,400,0,0.0,0.0,0,412500,8,0,4240
162,162,95.0,12182,7,5,2005,226.0,4,3,4.0,3.0,2.0,4.0,1201,1.0,0,340,5,0,1541,2,0,4,7,8,1,4.0,1.0,2005.0,2,532,3.0,3.0,0,0,0.0,0.0,0,220000,6,1,3082
163,163,55.0,5500,4,6,1956,0.0,3,3,3.0,3.0,1.0,1.0,0,1.0,0,882,5,0,882,1,0,3,4,8,0,4.0,1.0,1980.0,0,0,3.0,3.0,0,0,3.0,3.0,0,103200,55,0,1764
164,164,40.0,5400,6,7,1926,0.0,3,4,3.0,3.0,2.0,2.0,370,1.0,0,779,4,0,1616,2,0,4,5,8,0,4.0,1.0,1926.0,1,216,3.0,3.0,0,0,0.0,0.0,0,152000,85,1,2765
165,165,62.0,10106,5,7,1940,0.0,3,4,3.0,3.0,1.0,5.0,351,3.0,181,112,4,0,1355,3,0,3,6,8,0,4.0,1.0,1980.0,0,0,3.0,3.0,140,0,0.0,0.0,0,127500,71,0,1999
166,166,69.0,10708,5,5,1955,0.0,4,3,3.0,3.0,1.0,2.0,379,4.0,768,470,5,0,1867,2,0,3,7,8,3,4.0,1.0,1955.0,1,303,3.0,3.0,476,0,2.0,2.0,0,190000,56,1,3484
167,167,86.0,10562,8,5,2007,300.0,4,3,5.0,3.0,1.0,6.0,1288,1.0,0,294,5,0,2161,2,1,5,8,8,1,4.0,1.0,2007.0,3,789,3.0,3.0,178,0,0.0,0.0,0,325624,4,1,3743
168,168,62.0,8244,7,5,2004,0.0,4,3,4.0,3.0,1.0,1.0,0,1.0,0,840,5,0,1720,2,1,4,7,8,1,4.0,1.0,2004.0,2,440,3.0,3.0,100,0,0.0,0.0,0,183500,7,1,2560
169,169,69.0,16669,8,6,1981,653.0,4,3,4.0,3.0,1.0,1.0,0,1.0,0,1686,3,0,1707,2,1,3,6,8,1,3.0,1.0,1981.0,2,511,3.0,3.0,574,0,0.0,0.0,0,228000,30,1,3393
170,170,69.0,12358,5,6,1941,0.0,3,3,3.0,3.0,1.0,3.0,360,1.0,0,360,3,528,1382,1,1,3,7,8,0,4.0,1.0,1991.0,2,660,3.0,3.0,237,0,0.0,0.0,0,128500,70,0,1574
171,171,141.0,31770,6,5,1960,112.0,3,3,3.0,4.0,4.0,4.0,639,1.0,0,441,2,0,1656,2,0,3,7,8,2,4.0,1.0,1960.0,2,528,3.0,3.0,210,0,0.0,0.0,0,215000,51,1,2736
172,172,44.0,5306,7,7,1987,0.0,4,4,4.0,4.0,1.0,6.0,495,3.0,215,354,4,0,1767,3,0,4,5,8,1,3.0,1.0,1987.0,2,504,4.0,3.0,441,0,0.0,0.0,0,239000,24,1,2831
173,173,80.0,10197,6,5,1961,491.0,3,3,3.0,3.0,1.0,5.0,288,3.0,374,700,3,0,1362,2,1,3,6,8,1,3.0,1.0,1961.0,2,504,3.0,3.0,0,0,0.0,0.0,0,163000,50,1,2724
174,174,47.0,12416,6,5,1986,132.0,3,3,4.0,2.0,1.0,5.0,1398,2.0,208,0,3,0,1651,3,0,3,7,6,1,3.0,1.0,1986.0,2,616,3.0,3.0,192,0,0.0,0.0,0,184000,25,0,3257
175,175,84.0,12615,6,7,1950,0.0,3,3,3.0,4.0,3.0,5.0,477,1.0,0,725,3,0,2158,3,0,4,7,8,1,4.0,1.0,1950.0,2,576,3.0,3.0,0,0,3.0,3.0,0,243000,61,1,3360
176,176,97.0,10029,6,5,1988,268.0,4,3,4.0,3.0,1.0,6.0,831,1.0,0,320,3,0,2060,2,2,3,8,8,1,3.0,1.0,1988.0,2,521,3.0,3.0,0,0,0.0,0.0,0,211000,23,1,3211
177,177,69.0,13650,5,5,1958,0.0,4,4,3.0,3.0,1.0,5.0,57,4.0,441,554,5,0,1920,3,0,4,8,8,1,4.0,1.0,1958.0,2,451,3.0,3.0,0,0,0.0,0.0,0,172500,53,0,2972
178,178,63.0,17423,9,5,2008,748.0,5,3,5.0,3.0,1.0,6.0,1904,1.0,0,312,5,0,2234,3,0,5,9,8,1,4.0,1.0,2009.0,3,1166,3.0,3.0,0,0,0.0,0.0,0,501837,3,1,4450
179,179,60.0,8520,5,6,1923,0.0,4,3,3.0,3.0,1.0,1.0,0,1.0,0,968,3,0,968,1,0,3,5,8,0,4.0,1.0,1935.0,2,480,2.0,3.0,0,0,0.0,0.0,0,100000,88,1,1936
180,180,69.0,2117,6,5,2000,456.0,4,3,4.0,3.0,1.0,6.0,436,1.0,0,320,5,0,1525,2,1,4,5,8,1,3.0,1.0,2000.0,2,440,3.0,3.0,0,0,0.0,0.0,0,177000,11,0,2281
181,181,54.0,7588,7,6,1920,0.0,3,3,2.0,3.0,1.0,2.0,352,1.0,0,441,4,0,1802,1,1,3,9,8,1,4.0,1.0,1920.0,1,216,2.0,3.0,0,0,0.0,0.0,0,200100,91,1,2595
182,182,60.0,9060,5,6,1957,98.0,3,3,4.0,3.0,1.0,4.0,0,1.0,0,0,5,0,1340,1,0,3,7,8,1,4.0,1.0,1957.0,1,252,3.0,3.0,116,0,3.0,3.0,0,120000,54,1,1340
183,183,63.0,11426,7,5,2003,0.0,3,3,4.0,3.0,1.0,1.0,0,1.0,0,1362,5,0,2082,2,1,4,6,5,0,4.0,1.0,2003.0,2,484,3.0,3.0,280,0,0.0,0.0,0,200000,8,1,3444
184,184,92.0,7438,5,8,1908,0.0,3,3,2.0,3.0,1.0,1.0,0,1.0,0,504,4,0,1252,1,0,3,5,8,0,4.0,1.0,1986.0,2,576,3.0,3.0,104,0,3.0,3.0,0,127000,103,0,1756
185,185,90.0,22950,10,9,1892,0.0,4,4,3.0,3.0,2.0,1.0,0,1.0,0,1107,5,572,3608,2,1,5,12,8,2,3.0,1.0,1993.0,3,840,5.0,3.0,0,0,4.0,4.0,0,475000,119,1,4143
186,186,69.0,9947,7,5,1990,0.0,3,3,4.0,3.0,3.0,6.0,611,1.0,0,577,5,0,1217,3,0,4,6,8,0,4.0,1.0,1990.0,2,497,3.0,3.0,168,0,4.0,4.0,0,173000,21,1,2405
187,187,60.0,10410,5,7,1916,0.0,3,3,2.0,3.0,1.0,1.0,0,1.0,0,660,5,144,1656,2,1,3,8,6,0,4.0,1.0,1916.0,1,180,2.0,2.0,0,0,3.0,3.0,0,135000,95,1,2172
188,188,64.0,7018,5,5,1979,275.0,3,3,4.0,3.0,3.0,6.0,1086,1.0,0,0,3,0,1224,2,2,3,6,8,2,3.0,1.0,1979.0,2,528,3.0,3.0,120,0,0.0,0.0,0,153337,32,0,2310
189,189,41.0,4923,8,5,2001,0.0,4,3,5.0,3.0,3.0,6.0,1153,1.0,0,440,5,0,1593,2,1,5,5,8,1,4.0,1.0,2001.0,2,682,3.0,3.0,0,0,0.0,0.0,0,286000,10,1,3186
190,190,70.0,10570,8,8,1932,0.0,4,3,4.0,4.0,1.0,3.0,297,1.0,0,556,3,0,2727,2,1,4,10,4,2,3.0,1.0,1932.0,2,440,3.0,3.0,0,0,0.0,0.0,0,315000,79,1,3580
191,191,69.0,7472,7,9,1972,138.0,3,3,3.0,3.0,1.0,5.0,626,1.0,0,99,4,0,1479,2,1,4,7,8,0,4.0,1.0,1972.0,2,484,3.0,3.0,0,0,0.0,0.0,0,184000,39,1,2204
192,192,68.0,9017,7,5,1999,0.0,4,3,4.0,3.0,3.0,6.0,560,1.0,0,871,5,0,1431,3,0,4,6,8,0,4.0,1.0,1999.0,2,666,3.0,3.0,0,0,0.0,0.0,0,192000,12,1,2862
193,193,24.0,2522,7,5,2004,50.0,4,3,4.0,3.0,1.0,1.0,0,1.0,0,970,5,0,1709,2,0,4,7,4,0,4.0,1.0,2004.0,2,380,3.0,3.0,0,0,0.0,0.0,0,130000,7,1,2679
194,194,60.0,7180,5,7,1972,0.0,3,3,3.0,3.0,3.0,5.0,390,1.0,0,474,3,0,864,1,0,3,5,8,0,4.0,1.0,1989.0,1,352,3.0,3.0,0,0,0.0,0.0,0,127000,39,0,1728
195,195,24.0,2280,6,6,1976,0.0,3,3,4.0,3.0,1.0,5.0,566,1.0,0,289,3,0,1456,2,1,3,7,8,1,3.0,1.0,1976.0,2,440,3.0,3.0,87,0,0.0,0.0,0,148500,35,0,2311
196,196,79.0,9416,7,5,2007,205.0,5,3,5.0,3.0,1.0,6.0,1126,1.0,0,600,5,0,1726,3,0,5,8,8,1,4.0,1.0,2007.0,3,786,3.0,3.0,171,0,0.0,0.0,0,311872,4,1,3452
197,197,174.0,25419,8,4,1918,0.0,4,4,3.0,3.0,1.0,6.0,1036,2.0,184,140,4,392,3112,3,1,4,8,8,1,5.0,1.0,1918.0,2,795,3.0,3.0,0,512,4.0,4.0,0,235000,93,1,4080
198,198,92.0,5520,6,6,1912,0.0,3,3,3.0,3.0,1.0,1.0,0,1.0,0,755,5,371,2229,1,0,3,8,8,0,4.0,1.0,1980.0,0,0,3.0,3.0,0,0,3.0,3.0,0,104000,99,1,2613
199,199,76.0,9591,8,5,2004,262.0,4,3,5.0,3.0,3.0,6.0,1088,1.0,0,625,5,0,1713,3,0,5,7,8,1,4.0,1.0,2004.0,3,856,3.0,3.0,0,0,0.0,0.0,0,274900,7,1,3426
200,200,80.0,8546,4,5,2003,0.0,3,3,4.0,3.0,1.0,1.0,0,1.0,0,1121,5,0,1121,2,0,3,5,8,0,4.0,1.0,2003.0,2,440,3.0,3.0,132,0,0.0,0.0,0,140000,8,1,2242
201,201,75.0,10125,6,6,1977,0.0,3,3,3.0,3.0,1.0,5.0,641,2.0,279,276,3,0,1279,2,1,3,6,8,2,2.0,1.0,1980.0,2,473,3.0,3.0,238,0,3.0,3.0,0,171500,34,1,2475
202,202,50.0,7000,6,6,1924,0.0,3,4,2.0,3.0,1.0,2.0,617,1.0,0,0,4,0,1310,2,0,3,6,7,0,4.0,1.0,1924.0,1,398,3.0,3.0,0,0,0.0,0.0,0,112000,87,1,1927
203,203,69.0,4438,6,5,2004,205.0,4,3,4.0,3.0,3.0,6.0,662,1.0,0,186,5,0,848,2,0,4,3,8,1,4.0,1.0,2004.0,2,420,3.0,3.0,149,0,0.0,0.0,0,149000,7,0,1696
204,204,50.0,3500,5,7,1947,0.0,3,3,3.0,3.0,1.0,2.0,312,1.0,0,408,3,0,1284,1,1,3,5,8,0,4.0,1.0,1948.0,1,240,3.0,3.0,0,0,1.0,1.0,0,110000,64,1,2004
205,205,99.0,11851,7,5,1990,0.0,3,3,4.0,3.0,1.0,1.0,0,1.0,0,1424,5,0,1442,2,0,3,5,8,0,4.0,1.0,1990.0,2,500,3.0,3.0,0,0,0.0,0.0,0,180500,21,1,2866
206,206,40.0,13673,5,5,1962,0.0,3,4,3.0,3.0,1.0,1.0,0,1.0,0,1140,3,0,1696,1,1,3,8,6,1,3.0,1.0,1962.0,1,349,3.0,3.0,0,0,0.0,0.0,0,143900,49,1,2836
207,207,69.0,12493,4,5,1960,0.0,3,3,3.0,3.0,1.0,5.0,419,3.0,306,375,3,0,1100,2,0,3,6,8,1,1.0,1.0,1960.0,1,312,3.0,3.0,355,0,2.0,2.0,0,141000,51,0,2200
208,208,69.0,14364,7,5,1988,128.0,4,3,4.0,3.0,4.0,6.0,1065,1.0,0,92,5,0,2062,3,1,3,7,8,1,4.0,1.0,1988.0,2,454,3.0,3.0,60,0,0.0,0.0,0,277000,23,1,3219
209,209,75.0,8250,6,7,1964,260.0,3,3,4.0,3.0,1.0,3.0,787,1.0,0,305,5,0,1092,2,0,3,6,8,0,4.0,1.0,1964.0,2,504,3.0,4.0,0,0,3.0,3.0,0,145000,47,0,2184
210,210,67.0,5604,5,6,1925,0.0,3,3,3.0,3.0,1.0,3.0,468,1.0,0,396,3,0,864,2,0,3,5,8,0,4.0,1.0,1980.0,0,0,3.0,3.0,0,0,0.0,0.0,0,98000,86,1,1728
211,211,83.0,10420,6,5,2009,0.0,3,3,4.0,3.0,2.0,6.0,36,1.0,0,1176,5,0,1212,2,0,4,6,8,0,4.0,1.0,2009.0,2,460,3.0,3.0,100,0,0.0,0.0,0,186000,2,1,2424
212,212,72.0,8640,7,5,2009,0.0,3,3,4.0,3.0,1.0,6.0,822,1.0,0,78,5,0,1852,3,1,4,7,8,1,3.0,1.0,2009.0,2,644,3.0,3.0,168,0,0.0,0.0,0,252678,2,1,2752
213,213,43.0,13568,5,5,1995,0.0,3,3,4.0,3.0,1.0,5.0,716,1.0,0,274,5,0,990,1,1,3,5,8,0,4.0,1.0,1996.0,2,576,3.0,3.0,224,0,0.0,0.0,0,156000,16,0,1980
214,214,69.0,10900,6,7,1977,153.0,3,3,4.0,3.0,1.0,6.0,378,1.0,0,311,5,0,1392,1,1,3,6,8,0,4.0,1.0,1977.0,1,299,3.0,3.0,0,0,3.0,3.0,450,161750,34,1,2081
215,215,72.0,10011,5,6,1957,64.0,3,3,3.0,3.0,1.0,4.0,360,1.0,0,710,3,0,1236,1,1,4,6,7,1,2.0,1.0,1957.0,1,447,3.0,3.0,0,0,3.0,3.0,0,134450,54,0,2306
216,216,65.0,8450,7,5,2004,266.0,4,3,4.0,3.0,2.0,6.0,946,1.0,0,490,5,0,1436,3,0,4,8,8,0,4.0,1.0,2004.0,2,484,3.0,3.0,139,0,0.0,0.0,0,210000,7,1,2872
217,217,57.0,9906,4,4,1925,0.0,3,3,3.0,3.0,1.0,1.0,0,1.0,0,686,2,0,1328,1,0,3,8,8,0,4.0,1.0,1940.0,1,210,3.0,3.0,0,0,0.0,0.0,0,107000,86,1,2014
218,218,69.0,15660,7,9,1939,312.0,4,4,3.0,3.0,1.0,4.0,341,1.0,0,457,5,0,1954,1,2,4,8,8,2,3.0,1.0,1939.0,2,431,3.0,3.0,0,0,0.0,0.0,0,311500,72,1,2752
219,219,43.0,3010,7,5,2005,16.0,4,3,4.0,3.0,3.0,6.0,16,1.0,0,1232,5,0,1248,2,0,4,5,8,0,4.0,1.0,2005.0,2,438,3.0,3.0,108,0,0.0,0.0,0,167240,6,0,2496
220,220,73.0,8990,7,5,2006,0.0,4,3,4.0,3.0,2.0,1.0,0,1.0,0,1498,5,0,1498,2,0,4,5,8,0,4.0,1.0,2006.0,2,675,3.0,3.0,351,0,0.0,0.0,0,204900,5,1,2996
221,221,69.0,8068,6,5,2002,0.0,4,3,4.0,3.0,1.0,1.0,0,1.0,0,1010,5,0,2267,2,1,4,8,8,1,3.0,3.0,2002.0,2,390,3.0,3.0,120,0,0.0,0.0,0,200000,9,1,3277
222,222,85.0,11475,6,6,1975,0.0,3,3,4.0,3.0,1.0,5.0,550,1.0,0,163,3,0,1552,3,1,3,6,8,1,3.0,1.0,1975.0,2,434,3.0,3.0,209,0,3.0,3.0,0,179900,36,1,2265
223,223,70.0,10500,4,6,1971,0.0,3,3,3.0,3.0,1.0,5.0,524,2.0,180,160,4,0,864,1,0,3,4,8,0,4.0,1.0,1989.0,2,576,3.0,3.0,216,0,0.0,0.0,0,97000,40,0,1728
224,224,103.0,13472,10,5,2003,922.0,5,3,5.0,3.0,4.0,6.0,56,1.0,0,2336,5,0,2392,2,0,5,8,8,1,5.0,1.0,2003.0,3,968,3.0,3.0,248,0,0.0,0.0,0,386250,8,1,4784
