,age,workclass,education,educational-num,marital-status,occupation,relationship,race,gender,hours-per-week,Income_Above_or_Below_50K
337,56,Private,10th,6,Widowed,Other-service,Unmarried,White,Female,40,0
338,36,Self-emp-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,80,0
339,48,Private,Bachelors,13,Divorced,Exec-managerial,Unmarried,White,Female,48,0
340,29,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,1
341,33,Private,Bachelors,13,Never-married,Craft-repair,Not-in-family,White,Male,40,0
342,31,Private,5th-6th,3,Married-civ-spouse,Other-service,Husband,White,Male,40,0
343,39,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,1
344,66,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,1
345,27,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,50,1
346,39,Private,HS-grad,9,Divorced,Exec-managerial,Unmarried,Black,Female,40,1
347,59,Private,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,50,1
348,26,Private,HS-grad,9,Never-married,Other-service,Own-child,White,Female,40,0
349,31,Private,Assoc-voc,11,Divorced,Craft-repair,Unmarried,White,Male,40,0
351,23,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,30,0
352,36,Local-gov,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,40,0
353,34,Private,Some-college,10,Married-civ-spouse,Other-service,Wife,White,Female,12,1
354,32,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,84,1
355,37,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Black,Male,50,1
356,33,Private,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,45,0
357,50,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,80,1
358,32,Federal-gov,Assoc-acdm,12,Never-married,Protective-serv,Not-in-family,Black,Male,40,0
359,35,Private,Bachelors,13,Never-married,Adm-clerical,Own-child,Black,Female,40,0
360,37,Private,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0
361,44,Private,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,60,0
362,57,Private,Some-college,10,Divorced,Handlers-cleaners,Other-relative,White,Male,25,0
363,29,Local-gov,Some-college,10,Married-civ-spouse,Exec-managerial,Own-child,White,Female,40,0
364,55,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,50,1
365,43,Self-emp-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,25,1
366,43,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,70,0
367,45,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,60,1
368,33,Self-emp-not-inc,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,8,0
369,26,Private,10th,6,Divorced,Other-service,Unmarried,White,Female,40,0
370,23,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,68,0
371,41,Private,7th-8th,4,Separated,Craft-repair,Not-in-family,White,Male,40,0
372,24,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0
373,47,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,44,0
374,34,Self-emp-not-inc,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,45,0
375,40,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,1
376,28,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,40,0
377,24,Private,HS-grad,9,Never-married,Exec-managerial,Own-child,Asian-Pac-Islander,Female,40,0
379,23,Private,HS-grad,9,Never-married,Craft-repair,Other-relative,White,Male,15,0
380,43,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Black,Male,40,1
381,26,Private,Bachelors,13,Divorced,Tech-support,Not-in-family,White,Female,40,0
382,58,Self-emp-not-inc,Doctorate,16,Married-AF-spouse,Exec-managerial,Wife,White,Female,35,1
383,52,Private,HS-grad,9,Widowed,Adm-clerical,Unmarried,Black,Female,35,0
384,29,Private,11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,99,1
385,47,Private,11th,7,Married-civ-spouse,Other-service,Husband,White,Male,35,0
386,49,Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,Black,Female,37,0
387,40,Private,11th,7,Widowed,Adm-clerical,Unmarried,White,Female,40,0
388,62,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,0
389,49,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,1
390,50,Private,Bachelors,13,Divorced,Prof-specialty,Other-relative,White,Female,50,1
391,31,Private,HS-grad,9,Never-married,Transport-moving,Own-child,Black,Male,40,0
392,48,Local-gov,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,50,0
393,24,Private,HS-grad,9,Never-married,Craft-repair,Unmarried,White,Female,40,0
395,37,Private,HS-grad,9,Separated,Machine-op-inspct,Own-child,Asian-Pac-Islander,Male,60,0
396,45,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,45,1
398,36,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,45,0
399,45,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,0
400,41,Private,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,40,0
401,26,Private,Assoc-acdm,12,Never-married,Tech-support,Other-relative,White,Female,20,0
402,17,Private,11th,7,Never-married,Sales,Own-child,White,Female,25,0
404,43,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,65,0
405,35,Private,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,55,0
406,38,Private,Bachelors,13,Divorced,Adm-clerical,Unmarried,White,Female,40,0
407,26,Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,40,0
408,28,Private,Some-college,10,Never-married,Exec-managerial,Own-child,White,Female,40,0
409,38,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,24,1
410,36,Private,11th,7,Divorced,Transport-moving,Unmarried,White,Female,40,0
411,33,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,1
412,19,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,70,0
414,42,Federal-gov,10th,6,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,0
415,50,Private,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,40,1
416,30,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,30,0
417,37,State-gov,Some-college,10,Married-civ-spouse,Prof-specialty,Other-relative,Asian-Pac-Islander,Male,40,0
418,54,Self-emp-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,1
419,52,Self-emp-inc,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,40,0
421,33,Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Female,40,0
422,25,Private,Some-college,10,Never-married,Tech-support,Other-relative,White,Male,40,0
423,24,Private,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,45,0
424,26,Private,Assoc-voc,11,Separated,Adm-clerical,Unmarried,Black,Female,40,0
425,39,Private,HS-grad,9,Separated,Adm-clerical,Not-in-family,White,Male,40,1
426,59,Private,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,40,0
427,29,Private,Some-college,10,Never-married,Adm-clerical,Unmarried,White,Female,40,0
428,47,Private,11th,7,Never-married,Other-service,Own-child,White,Female,45,0
430,64,Self-emp-inc,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,50,0
431,21,Private,HS-grad,9,Never-married,Other-service,Own-child,Other,Male,20,0
432,32,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,Black,Female,40,1
433,26,Private,HS-grad,9,Never-married,Exec-managerial,Not-in-family,Black,Female,37,0
435,62,Self-emp-not-inc,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,0
436,32,Private,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,55,1
438,45,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,0
439,31,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,1
440,32,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,0
441,24,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,40,0
442,25,Private,Bachelors,13,Never-married,Sales,Own-child,White,Female,40,0
443,41,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,0
444,18,Private,Some-college,10,Never-married,Sales,Own-child,White,Female,20,0
445,44,Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,55,1
446,40,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,0
447,27,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,40,0
448,23,Private,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Male,40,0
449,21,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,Other,Male,40,0
450,37,State-gov,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,0
451,65,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,48,0
452,43,Federal-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,1
453,45,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,44,0
454,24,State-gov,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,40,0
455,24,Private,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,White,Male,42,0
456,19,Local-gov,Some-college,10,Never-married,Protective-serv,Own-child,White,Male,35,0
457,37,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,65,1
458,24,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,35,0
459,34,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,0
460,50,State-gov,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,39,0
461,36,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0
462,39,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,60,0
463,44,Self-emp-not-inc,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,38,0
464,45,State-gov,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,40,0
465,32,State-gov,11th,7,Never-married,Protective-serv,Own-child,White,Male,40,0
466,47,Federal-gov,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Black,Male,40,1
467,50,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,0
468,32,Private,Assoc-voc,11,Married-civ-spouse,Other-service,Husband,White,Male,40,0
469,19,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,40,0
472,28,Private,HS-grad,9,Divorced,Sales,Other-relative,White,Male,50,0
473,39,Federal-gov,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,40,1
474,21,Private,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,40,0
475,73,Self-emp-not-inc,Some-college,10,Widowed,Farming-fishing,Not-in-family,White,Female,75,0
476,39,Private,7th-8th,4,Married-civ-spouse,Other-service,Husband,White,Male,40,0
477,25,Private,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,White,Male,40,0
478,31,Private,Some-college,10,Married-AF-spouse,Sales,Wife,White,Female,20,0
479,51,Private,Some-college,10,Divorced,Sales,Not-in-family,White,Female,32,0
480,39,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,28,0
481,31,Private,Bachelors,13,Divorced,Handlers-cleaners,Own-child,White,Male,40,0
482,21,Private,Some-college,10,Never-married,Sales,Own-child,Black,Male,17,0
483,46,Private,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,50,1
484,73,Private,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Female,35,0
485,41,Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,40,0
486,20,Private,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,40,0
487,27,Private,Assoc-acdm,12,Never-married,Other-service,Not-in-family,White,Male,30,0
488,24,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,35,0
489,20,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0
490,39,Private,Assoc-voc,11,Never-married,Machine-op-inspct,Own-child,White,Male,40,0
491,27,Private,Bachelors,13,Never-married,Handlers-cleaners,Not-in-family,White,Male,28,0
492,33,Private,11th,7,Married-civ-spouse,Sales,Husband,White,Male,60,0
493,33,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Amer-Indian-Eskimo,Male,40,0
494,36,State-gov,9th,5,Married-civ-spouse,Craft-repair,Husband,Black,Male,40,0
495,55,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,36,0
496,19,Private,Some-college,10,Never-married,Machine-op-inspct,Own-child,White,Male,40,0
497,35,Private,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,60,0
498,34,Private,5th-6th,3,Never-married,Machine-op-inspct,Other-relative,Asian-Pac-Islander,Male,40,0
499,62,State-gov,Prof-school,15,Divorced,Prof-specialty,Not-in-family,White,Female,35,0
500,33,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,1
501,39,Private,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,55,0
502,36,Local-gov,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,40,0
503,41,Private,Bachelors,13,Divorced,Adm-clerical,Unmarried,White,Female,33,0
504,39,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,60,0
506,18,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,10,0
507,61,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,1
508,20,Federal-gov,Assoc-voc,11,Never-married,Adm-clerical,Own-child,White,Female,36,0
509,35,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,65,1
510,27,Private,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,40,0
511,66,Private,10th,6,Widowed,Other-service,Unmarried,White,Female,38,0
512,21,Private,HS-grad,9,Never-married,Transport-moving,Other-relative,Black,Male,40,0
513,20,Private,Some-college,10,Never-married,Other-service,Own-child,White,Female,18,0
514,34,Private,Some-college,10,Divorced,Adm-clerical,Own-child,White,Male,40,0
517,31,Private,HS-grad,9,Separated,Tech-support,Not-in-family,White,Female,40,0
518,41,Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,0
519,64,State-gov,1st-4th,2,Married-civ-spouse,Farming-fishing,Husband,Other,Male,45,0
520,32,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,40,0
521,30,Local-gov,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,50,1
522,36,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,72,0
523,22,Private,Some-college,10,Never-married,Farming-fishing,Own-child,White,Male,12,0
524,53,Local-gov,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,0
525,50,Private,HS-grad,9,Widowed,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Female,40,0
526,36,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,0
527,41,Self-emp-inc,11th,7,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,0
528,55,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,35,0
529,38,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,50,1
530,28,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,Black,Male,50,0
531,24,Local-gov,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,37,0
532,60,Private,Some-college,10,Divorced,Adm-clerical,Other-relative,White,Female,40,0
533,54,Private,10th,6,Married-civ-spouse,Other-service,Husband,Black,Male,40,0
534,27,Self-emp-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,60,0
535,30,Private,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,30,0
536,54,Private,HS-grad,9,Widowed,Transport-moving,Not-in-family,White,Male,45,0
537,44,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,1
538,52,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,60,1
539,18,Private,11th,7,Never-married,Other-service,Own-child,White,Male,20,0
540,55,Private,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White,Male,50,0
541,35,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,1
542,37,Private,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,40,1
543,22,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,40,0
544,45,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,1
545,38,Private,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,60,0
546,48,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,0
547,35,Private,Assoc-voc,11,Married-civ-spouse,Other-service,Husband,White,Male,40,0
548,21,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Other-relative,White,Male,50,0
549,37,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,60,1
550,18,Private,11th,7,Never-married,Sales,Own-child,White,Male,25,0
551,26,Private,10th,6,Divorced,Machine-op-inspct,Own-child,White,Male,35,0
552,48,Self-emp-inc,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,50,0
553,51,Private,Some-college,10,Separated,Adm-clerical,Not-in-family,Black,Male,40,1
554,52,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0
555,32,State-gov,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,1
556,39,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Other-service,Husband,White,Male,60,0
557,51,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,1
558,54,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,50,0
559,21,Private,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Female,25,0
560,43,Private,HS-grad,9,Separated,Adm-clerical,Unmarried,Black,Female,40,0
561,32,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,40,0
562,31,State-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,35,1
564,26,Private,Some-college,10,Never-married,Adm-clerical,Other-relative,Asian-Pac-Islander,Male,60,0
565,35,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,40,0
566,73,Private,5th-6th,3,Married-civ-spouse,Exec-managerial,Husband,White,Male,54,1
